Name,URL,Description,Language,Count,Last Date
rolling-scopes-school / tasks,https://github.com/rolling-scopes-school/tasks,,javascript,1,2025-01-30
ekristen / aws-nuke,https://github.com/ekristen/aws-nuke,Remove all the resources from an AWS account,go,1,2025-01-30
gardener / gardener,https://github.com/gardener/gardener,Homogeneous Kubernetes clusters at scale on any infrastructure using hosted control planes.,go,1,2025-01-30
golang-migrate / migrate,https://github.com/golang-migrate/migrate,Database migrations. CLI and Golang library.,go,5,2025-02-27
kubernetes / ingress-nginx,https://github.com/kubernetes/ingress-nginx,Ingress NGINX Controller for Kubernetes,go,5,2025-03-08
go-fuego / fuego,https://github.com/go-fuego/fuego,Golang Fuego - web framework generating OpenAPI 3 spec from source code,go,2,2025-01-30
kedacore / keda,https://github.com/kedacore/keda,KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes,go,4,2025-01-30
owasp-amass / amass,https://github.com/owasp-amass/amass,In-depth attack surface mapping and asset discovery,go,2,2025-01-30
iam-veeramalla / observability-zero-to-hero,https://github.com/iam-veeramalla/observability-zero-to-hero,Repo for learning observability,go,2,2025-01-30
loft-sh / vcluster,https://github.com/loft-sh/vcluster,vCluster - Create fully functional virtual Kubernetes clusters - Each vcluster runs inside a namespace of the underlying k8s cluster. It's cheaper than creating separate full-blown clusters and it offers better multi-tenancy and isolation than regular namespaces.,go,5,2025-02-27
micronaut-projects / micronaut-core,https://github.com/micronaut-projects/micronaut-core,Micronaut Application Framework,java,1,2025-01-30
infinispan / infinispan,https://github.com/infinispan/infinispan,Infinispan is an open source data grid platform and highly scalable NoSQL cloud data store.,java,1,2025-01-30
Eanya-Tonic / CCTV_Viewer,https://github.com/Eanya-Tonic/CCTV_Viewer,电视浏览器，一款简易电视视频收看软件，用于方便的在机顶盒上收看网页视频,java,4,2025-01-30
kdn251 / interviews,https://github.com/kdn251/interviews,Everything you need to know to get the job.,java,2,2025-01-30
Graylog2 / graylog2-server,https://github.com/Graylog2/graylog2-server,Free and open log management,java,3,2025-01-30
apache / druid,https://github.com/apache/druid,Apache Druid: a high performance real-time analytics database.,java,1,2025-01-30
Byaidu / PDFMathTranslate,https://github.com/Byaidu/PDFMathTranslate,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/Docker,python,4,2025-02-08
goauthentik / authentik,https://github.com/goauthentik/authentik,The authentication glue you need.,python,4,2025-02-27
Zeyi-Lin / HivisionIDPhotos,https://github.com/Zeyi-Lin/HivisionIDPhotos,⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。,python,2,2025-01-23
InternLM / MindSearch,https://github.com/InternLM/MindSearch,🔍 An LLM-based Multi-agent Framework of Web Search Engine (like Perplexity.ai Pro and SearchGPT),javascript,2,2025-02-06
MobSF / Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,"Mobile Security Framework (MobSF) is an automated, all-in-one mobile application (Android/iOS/Windows) pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis.",javascript,5,2025-02-18
appium / appium,https://github.com/appium/appium,"Cross-platform automation framework for all kinds of apps, built on top of the W3C WebDriver protocol",javascript,2,2025-02-12
vitejs / awesome-vite,https://github.com/vitejs/awesome-vite,⚡️ A curated list of awesome things related to Vite.js,javascript,2,2025-02-13
google / go-github,https://github.com/google/go-github,Go library for accessing the GitHub v3 API,go,2,2025-01-04
bytebase / bytebase,https://github.com/bytebase/bytebase,"World's most advanced database DevSecOps solution for Developer, Security, DBA and Platform Engineering teams. The GitHub/GitLab for database DevSecOps.",go,3,2025-03-02
RipMeApp / ripme,https://github.com/RipMeApp/ripme,Downloads albums in bulk,java,2,2025-01-06
PhilJay / MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",java,2,2025-02-08
kafbat / kafka-ui,https://github.com/kafbat/kafka-ui,Open-Source Web UI for managing Apache Kafka clusters,java,2,2025-01-24
kubernetes-client / java,https://github.com/kubernetes-client/java,Official Java client library for kubernetes,java,1,2025-01-04
material-components / material-components-android,https://github.com/material-components/material-components-android,Modular and customizable Material Design UI components for Android,java,3,2025-02-13
open-mmlab / Amphion,https://github.com/open-mmlab/Amphion,"Amphion (/æmˈfaɪən/) is a toolkit for Audio, Music, and Speech Generation. Its purpose is to support reproducible research and help junior researchers and engineers get started in the field of audio, music, and speech generation research and development.",python,3,2025-01-24
joke2k / faker,https://github.com/joke2k/faker,Faker is a Python package that generates fake data for you.,python,1,2025-01-24
huggingface / transformers.js-examples,https://github.com/huggingface/transformers.js-examples,A collection of 🤗 Transformers.js demos and example applications,javascript,3,2025-01-24
LeCoupa / awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",javascript,5,2025-02-18
huggingface / transformers.js,https://github.com/huggingface/transformers.js,"State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!",javascript,4,2025-03-08
testing-library / react-testing-library,https://github.com/testing-library/react-testing-library,🐐 Simple and complete React DOM testing utilities that encourage good testing practices.,javascript,1,2025-01-24
atlassian / react-beautiful-dnd,https://github.com/atlassian/react-beautiful-dnd,Beautiful and accessible drag and drop for lists with React,javascript,3,2025-02-08
dequelabs / axe-core,https://github.com/dequelabs/axe-core,Accessibility engine for automated Web UI testing,javascript,2,2025-02-23
eKoopmans / html2pdf.js,https://github.com/eKoopmans/html2pdf.js,Client-side HTML-to-PDF rendering using pure JS.,javascript,1,2025-01-24
jgraph / drawio-desktop,https://github.com/jgraph/drawio-desktop,Official electron build of draw.io,javascript,3,2025-02-27
hotwired / turbo,https://github.com/hotwired/turbo,The speed of a single-page web application without having to write any JavaScript,javascript,1,2025-01-24
ahmetb / kubectx,https://github.com/ahmetb/kubectx,Faster way to switch between clusters and namespaces in kubectl,go,2,2025-03-02
kubernetes-sigs / kind,https://github.com/kubernetes-sigs/kind,Kubernetes IN Docker - local clusters for testing Kubernetes,go,2,2025-01-29
aws / karpenter-provider-aws,https://github.com/aws/karpenter-provider-aws,"Karpenter is a Kubernetes Node Autoscaler built for flexibility, performance, and simplicity.",go,6,2025-02-22
MightyMoud / sidekick,https://github.com/MightyMoud/sidekick,Bare metal to production ready in mins; your own fly server on your VPS.,go,1,2025-01-24
648540858 / wvp-GB28181-pro,https://github.com/648540858/wvp-GB28181-pro,WEB VIDEO PLATFORM是一个基于GB28181-2016标准实现的网络视频平台，支持NAT穿透，支持海康、大华、宇视等品牌的IPC、NVR、DVR接入。支持国标级联，支持rtsp/rtmp等视频流转发到国标平台，支持rtsp/rtmp等推流转发到国标平台。,java,3,2025-02-26
CodePhiliaX / fastexcel,https://github.com/CodePhiliaX/fastexcel,easyexcel作者最新升级版本， 快速、简洁、解决大文件内存溢出的java处理Excel工具,java,5,2025-01-26
testcontainers / testcontainers-java,https://github.com/testcontainers/testcontainers-java,"Testcontainers is a Java library that supports JUnit tests, providing lightweight, throwaway instances of common databases, Selenium web browsers, or anything else that can run in a Docker container.",java,5,2025-02-28
kekingcn / kkFileView,https://github.com/kekingcn/kkFileView,Universal File Online Preview Project based on Spring-Boot,java,5,2025-02-23
exadel-inc / CompreFace,https://github.com/exadel-inc/CompreFace,Leading free and open-source face recognition system,java,2,2025-01-24
jumpserver / jumpserver,https://github.com/jumpserver/jumpserver,An open-source PAM tool alternative to CyberArk. 广受欢迎的开源堡垒机。,python,2,2025-02-23
NVIDIA / NeMo,https://github.com/NVIDIA/NeMo,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",python,2,2025-01-10
psf / black,https://github.com/psf/black,The uncompromising Python code formatter,python,4,2025-02-23
openai / openai-python,https://github.com/openai/openai-python,The official Python library for the OpenAI API,python,1,2025-01-10
openedx / edx-platform,https://github.com/openedx/edx-platform,"The Open edX LMS & Studio, powering education sites around the world!",python,2,2025-02-26
processing / p5.js,https://github.com/processing/p5.js,"p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. http://twitter.com/p5xjs —",javascript,8,2025-03-04
Asabeneh / 30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,"30 days of JavaScript programming challenge is a step-by-step guide to learn JavaScript programming language in 30 days. This challenge may take more than 100 days, please just follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw",javascript,3,2025-01-10
qishibo / AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",javascript,1,2025-01-10
LedgerHQ / ledger-live,https://github.com/LedgerHQ/ledger-live,Mono-repository for packages related to Ledger Live and its JavaScript ecosystem.,javascript,1,2025-01-10
hashicorp / nomad,https://github.com/hashicorp/nomad,"Nomad is an easy-to-use, flexible, and performant workload orchestrator that can deploy a mix of microservice, batch, containerized, and non-containerized applications. Nomad is easy to operate and scale and has native Consul and Vault integrations.",go,4,2025-03-02
twmb / franz-go,https://github.com/twmb/franz-go,"franz-go contains a feature complete, pure Go library for interacting with Kafka from 0.8.0 through 3.8+. Producing, consuming, transacting, administrating, etc.",go,1,2025-01-10
prometheus / client_golang,https://github.com/prometheus/client_golang,Prometheus instrumentation library for Go applications,go,3,2025-02-08
alibaba / COLA,https://github.com/alibaba/COLA,🥤 COLA: Clean Object-oriented & Layered Architecture,java,2,2025-02-22
projectlombok / lombok,https://github.com/projectlombok/lombok,Very spicy additions to the Java programming language.,java,4,2025-02-23
mem0ai / mem0,https://github.com/mem0ai/mem0,The Memory layer for AI Agents,python,1,2025-03-04
sagemath / sage,https://github.com/sagemath/sage,Main repository of SageMath,python,1,2025-03-04
yokoffing / Betterfox,https://github.com/yokoffing/Betterfox,"Firefox user.js for speed, privacy, and security. Your favorite browser, but better.",javascript,2,2025-03-04
pollinations / pollinations,https://github.com/pollinations/pollinations,Free Open-Source Image and Text Generation,javascript,3,2025-03-04
stdlib-js / stdlib,https://github.com/stdlib-js/stdlib,✨ Standard library for JavaScript and Node.js. ✨,javascript,2,2025-03-04
lyfe00011 / levanter,https://github.com/lyfe00011/levanter,,javascript,2,2025-03-04
gagliardetto / solana-go,https://github.com/gagliardetto/solana-go,Go SDK library and RPC client for the Solana Blockchain,go,2,2025-03-04
aquasecurity / kube-bench,https://github.com/aquasecurity/kube-bench,Checks whether Kubernetes is deployed according to security best practices as defined in the CIS Kubernetes Benchmark,go,3,2025-03-09
langgenius / dify-plugin-daemon,https://github.com/langgenius/dify-plugin-daemon,,go,2,2025-03-04
slimtoolkit / slim,https://github.com/slimtoolkit/slim,Slim(toolkit): Don't change anything in your container image and minify it by up to 30x (and for compiled languages even more) making it secure too! (free and open source),go,1,2025-03-04
vinceanalytics / vince,https://github.com/vinceanalytics/vince,Self Hosted Alternative To Google Analytics,go,1,2025-03-04
btcsuite / btcd,https://github.com/btcsuite/btcd,An alternative full node bitcoin implementation written in Go (golang),go,1,2025-03-04
